,county,price,house_type,house_address
14878,tipperary,225000, Detached House,"Ballinure, Cashel, Co. Tipperary"
14879,tipperary,30000, Semi-Detached House,"No 6 Old Monastery Road, Tipperary Town, Co. Tipperary"
14880,tipperary,195000, Semi-Detached House,"Foulkstown Bridge, Ballinure, Fethard, Co. Tipperary"
14881,tipperary,249500, Detached House,"Portland, Lorrha, Nenagh, Co. Tipperary"
14882,tipperary,100000, Detached House,"The Cottage, Loughmore, Templemore, Co. Tipperary"
14883,tipperary,265000, Detached House,"102 Rosehill, Newport, Co. Tipperary"
14884,tipperary,220000, Detached House,"Mohober, Mullinahone, Co. Tipperary"
14885,tipperary,260000, Semi-Detached House,"Abbey Road, Thurles, Co. Tipperary"
14886,tipperary,180000, Semi-Detached House,"8 The Oaks, Farranlahassery, Cahir, Co. Tipperary"
14887,tipperary,220000, Detached House,"Coolnamuck Road, Carrick-on-Suir, Co. Tipperary"
14888,tipperary,90000, Semi-Detached House,"Barrack Street, Ballingarry, Co. Tipperary"
14889,tipperary,249000, Detached House,"Greenane, Tipperary Town, Co. Tipperary"
14890,tipperary,130000, Detached House,"Mount Bruis, Tipperary Town, Co. Tipperary"
14891,tipperary,140000, Terraced House,"Cathedral Street, Thurles, Co. Tipperary"
14892,tipperary,220000, Detached House,"Lisheenataggart, Loughmore, Templemore, Co. Tipperary"
14893,tipperary,125000, Detached House,"Cashel Road, Tipperary Town, Co. Tipperary"
14894,tipperary,165000, Detached House,"Knockalton Upper, Nenagh, Co. Tipperary"
14895,tipperary,90000, End of Terrace House,"Upper Burke Street, Fethard, Co. Tipperary"
14896,tipperary,230000, Detached House,"Lisdaleen, Templetuohy, Co. Tipperary"
14897,tipperary,170000, Semi-Detached House,"14 Auburn Square, Cashel Road, Clonmel, Co. Tipperary"
14898,tipperary,200000, Detached House,"Garraun, Two-MIle-Borris, Thurles, Co. Tipperary"
14899,tipperary,178000, Detached House,"2 Willow Park, Fethard Road, Clonmel, Co. Tipperary"
14900,tipperary,475000, Detached House,"The Dispensary House, Moatquarter, Kilfeacle, Golden, Co. Tipperary"
14901,tipperary,159500, Semi-Detached House,"9 Castlecourt, Borrisoleigh, Thurles, Co. Tipperary"
14902,tipperary,475000, Detached House,"Rockfield, Glenconnor, Clonmel, Co. Tipperary"
14903,tipperary,149000, Terraced House,"11 Oliver Plunkett, Cahir Road, Cashel, Co. Tipperary"
14904,tipperary,390000, Detached House,"Ard-Aerach, Mountain Road, Clonmel, Co. Tipperary"
14905,tipperary,295000, Detached House,"Ballinlough, Roscrea, Co. Tipperary"
14906,tipperary,295000, Detached House,"Fanit, Newport, Co. Tipperary"
14907,tipperary,155000, Detached House,"Carrigeen, New Inn, Co. Tipperary"
14908,tipperary,118000, Terraced House,"24 Lady's Abbey, Ardfinnan, Co. Tipperary"
14909,tipperary,180000, Detached House,"Newtown, Donohill, Co. Tipperary"
14910,tipperary,240000, Semi-Detached House,"19 Springfields, Clonmel, Co. Tipperary"
14911,tipperary,185000, Semi-Detached House,"Woodlawn, Cashel, Co. Tipperary"
14912,tipperary,495000, Detached House,"Kingsview, Boscabell, Cashel, Co. Tipperary"
14913,tipperary,550000, Detached House,"Ash Park House, Carrick-on-Suir, Co. Tipperary"
14914,tipperary,355000, Detached House,"08 Graigue Meadows, Ballypatrick, Clonmel, Co. Tipperary"
14915,tipperary,150000, Semi-Detached House,"52 Cnoc Ard, Ballina, Co. Tipperary"
14916,tipperary,70000, Semi-Detached House,"Lower Burke Street, Fethard, Co. Tipperary"
14917,tipperary,165000, Detached House,"The Cottage, Cloneygowney, Portroe, Nenagh, Co. Tipperary"
14918,tipperary,250000, Detached House,"Fieldview, Gorteenaphoria, Drombane, Thurles, Co. Tipperary"
14919,tipperary,700000, Detached House,"Clonacody, Grange, Clonmel, Co. Tipperary"
14920,tipperary,145000, Detached House,"Rathcardan, Borrisoleigh, Thurles, Co. Tipperary"
14921,tipperary,210000, Semi-Detached House,"1 Kings Close, King Street, Clonmel, Co. Tipperary"
14922,tipperary,145000, Detached House,"Rathcardan, Borrisoleigh, Co. Tipperary"
14923,tipperary,595000, End of Terrace House,"St. Annes, The Quay, Clonmel, Co. Tipperary"
14924,tipperary,297000, Detached House,"Ballynacloghy, Mullinahone, Co. Tipperary"
14925,tipperary,285000, Detached House,"Fishmoyne, Borrisoleigh, Co. Tipperary"
14926,tipperary,150000, Detached House,"Ballyhurst, Cashel Road, Tipperary Town, Co. Tipperary"
14927,tipperary,325000, Detached House,"Ballintemple, Dundrum, Co. Tipperary"
14928,tipperary,250000, Detached House,"'Woodview', Killaghy, Mullinahone, Co. Tipperary"
14929,tipperary,220000, Detached House,"Derricknew, Laffansbridge, Killenaule, Co. Tipperary"
14930,tipperary,150000, Terraced House,"13 Tullaskeagh Square, Roscrea, Co. Tipperary"
14931,tipperary,160000, Detached House,"No.2 Gurteen Grove, Rathcabbin, Co. Tipperary"
14932,tipperary,495000, Detached House,"Castle House, Dromineer, Nenagh, Co. Tipperary"
14933,tipperary,495000, Detached House,"The Oasis, Dromineer, Co. Tipperary"
14934,tipperary,154950, Detached House,"Lisgorriff, Dolla, Nenagh, Co. Tipperary"
14935,tipperary,340000, Detached House,"Moynetemple, Moyne, Thurles, Co. Tipperary"
14936,tipperary,285000, Detached House,"Fishmoyne, Borrisoleigh, Thurles, Co. Tipperary"
14937,tipperary,160000, End of Terrace House,"118 Rosemount, Clongour, Thurles, Co. Tipperary"
14938,tipperary,250000, Detached House,"Airmount, Station Road, Tipperary Town, Co. Tipperary"
14939,tipperary,180000, Detached House,"Crossogues, Gortnahoe, Thurles, Co. Tipperary"
14940,tipperary,195000, Detached House,"Ballyerk, Moyne, Thurles, Co. Tipperary"
14941,tipperary,255000, Detached House,"48 Ros Na Greine, Ardfinnan, Co. Tipperary"
14942,tipperary,145000, Semi-Detached House,"1 Ros Na Greine, Ardfinnan, Co. Tipperary"
14943,tipperary,215000, Detached House,"Sprucehill, Roscrea, Co. Tipperary"
14944,tipperary,187500, Terraced House,"66 Queen Street, Clonmel, Co. Tipperary"
14945,tipperary,985000, Detached House,"Kingfisher Lodge, Lower Ryninch, Ballina, Co. Tipperary"
14946,tipperary,135000, Detached House,"Pill Road, Carrick-on-Suir, Co. Tipperary"
14947,tipperary,985000, Detached House,"Kingfisher Lodge, Ballina, Co. Tipperary"
14948,tipperary,75000, Detached House,"Renaghmore, Grange, Thurles, Co. Tipperary"
14949,tipperary,690000, Detached House,"Hill House, Cashel, Co. Tipperary"
14950,tipperary,150000, Terraced House,"61 St Michael St, Tipperary Town, Co. Tipperary"
14951,tipperary,75000, Detached House,"Connolly Park / St. Stephen's Place, Clonmel, Co. Tipperary"
14952,tipperary,315000, Detached House,"2 St Patricks Road, Silversprings, Clonmel, Co. Tipperary"
14953,tipperary,170000, End of Terrace House,"5 Love Lane Close, Clonmel, Co. Tipperary"
14954,tipperary,59000, Detached House,"Goatinstown, Monard, Co. Tipperary"
14955,tipperary,152000, Terraced House,"26 Dillon Street, Clonmel, Co. Tipperary"
14956,tipperary,345000, Detached House,"1 Graigue Meadows, Ballypatrick, Clonmel, Co. Tipperary"
14957,tipperary,260000, Detached House,"Kilgainey, Clonmel, Co. Tipperary"
14958,tipperary,345000, Terraced House,"15 Anne Street, Clonmel, Co. Tipperary"
14959,tipperary,135000, Semi-Detached House,"9 Kilcooley Way, Gortnahoo, Co. Tipperary"
14960,tipperary,470000, Detached House,"Ballaghboy, Ballinure, Thurles, Co. Tipperary"
14961,tipperary,90000, Semi-Detached House,"Ballystanley, Roscrea, Co. Tipperary"
14962,tipperary,105000, Detached House,"Donohill, Tipperary Town, Co. Tipperary"
14963,tipperary,116000, Terraced House,"Number 2, The Green, Cashel, Co. Tipperary"
14964,tipperary,269950, Detached House,"Kyleshinaun, Cloughjordan, Co. Tipperary"
14965,tipperary,139000, Semi-Detached House,"5 Carrick St, Mullinahone, Co. Tipperary"
14966,tipperary,245000, Detached House,"Regaile, Thurles, Co. Tipperary"
14967,tipperary,165000, Detached House,"The Cottage, Ballinderry, Nenagh, Co. Tipperary"
14968,tipperary,258000, Detached House,"""Stone Lodge"", Knocknakillardy, Grange, Clonmel, Co. Tipperary"
14969,tipperary,298000, End of Terrace House,"11 Birch Grove, Clonmel, Co. Tipperary"
14970,tipperary,385000, Detached House,"Alleen, Donohill, Co. Tipperary"
14971,tipperary,120000, Terraced House,"6 Lios Padraigh, Borrisoleigh, Thurles, Co. Tipperary"
14972,tipperary,130000, Terraced House,"9 Church Street, Templemore, Co. Tipperary"
14973,tipperary,120000, Terraced House,"6 Lios Padraigh, Borrisoleigh, Co. Tipperary"
14974,tipperary,390000, Detached House,"""Riverside"", Islandbawn, Nenagh, Co. Tipperary"
14975,tipperary,195000, Detached House,"Avondale, Ballyporeen, Co. Tipperary"
14976,tipperary,350000, Detached House,"Islandbawn, Nenagh, Co. Tipperary"
14977,tipperary,146000, Terraced House,"31 Abbey Road, Clonmel, Co. Tipperary"
14978,tipperary,170000, Detached House,"Mocklershill, Cashel, Co. Tipperary"
14979,tipperary,180000, Detached House,"Ballybeg, Littleton, Thurles, Co. Tipperary"
14980,tipperary,77500, End of Terrace House,"6 McDonagh Terrace, Littleton, Thurles, Co. Tipperary"
14981,tipperary,65000, Terraced House,"Main Street, Fethard, Co. Tipperary"
14982,tipperary,150000, Semi-Detached House,"148 Hayfield Manor, Bohernamona, Thurles, Co. Tipperary"
14983,tipperary,295000, Detached House,"Knockeevan, Ballyclerihan, Clonmel, Co. Tipperary"
14984,tipperary,325000, Detached House,"Terryglass, Terryglass, Co. Tipperary"
14985,tipperary,270000, Detached House,"Kilfenora House, 1 Matthew Avenue, Thurles, Co. Tipperary"
14986,tipperary,170000, Terraced House,"16 Beech View, Ard Na Sidhe, Clonmel, Co. Tipperary"
14987,tipperary,220000, Semi-Detached House,"House Type B, Glencree, Newport, Co. Tipperary"
14988,tipperary,210000, Semi-Detached House,"103 Glencree, Newport, Co. Tipperary"
14989,tipperary,200000, Detached House,"Rathcabbin, Rathcabbin, Co. Tipperary"
14990,tipperary,85000, Townhouse,"No. 2 Patrick Street, Templemore, Co. Tipperary"
14991,tipperary,275000, Detached House,"Golden Grove, Roscrea, Co. Tipperary"
14992,tipperary,85000, Semi-Detached House,"Nenagh Road, Borrisoleigh, Co. Tipperary"
14993,tipperary,298000, Detached House,"Longstone, Cullen, Co. Tipperary"
14994,tipperary,375000, Detached House,"Ballincurra House, Killeen, Nenagh, Co. Tipperary"
14995,tipperary,145000, Detached House,"The Pike, Ballingarry, Co. Tipperary"
14996,tipperary,149000, Semi-Detached House,"1 Colliers Lane, Cashel, Co. Tipperary"
14997,tipperary,199000, Detached House,"Castleross On Approx. 15 Acres, Gorraun, Roscrea, Co. Tipperary"
14998,tipperary,159000, Semi-Detached House,"4 Carrigeen Cottages, Cahir, Co. Tipperary"
14999,tipperary,85000, Terraced House,"7 Lisheen Terrace, Mitchel Street, Thurles, Co. Tipperary"
15000,tipperary,175000, Detached House,"Reafadda, Hollyford, Dundrum, Co. Tipperary"
15001,tipperary,120000, Terraced House,"Abbey street, Cahir, Co. Tipperary"
15002,tipperary,120000, End of Terrace House,"Abbey Street, Cahir, Co. Tipperary"
15003,tipperary,399500, Detached House,"'Hill View', Boher Road, Ballina, Co. Tipperary"
15004,tipperary,125000, Terraced House,"No 3 O'Brien St, Tipperary Town, Co. Tipperary"
15005,tipperary,49500, Semi-Detached House,"Graigue, Moycarkey, Thurles, Co. Tipperary"
15006,tipperary,130000, End of Terrace House,"4 St. Bernadette Terrace, Old Bridge, Clonmel, Co. Tipperary"
15007,tipperary,235000, Detached House,"Thomastown, Grange, Clonmel, Co. Tipperary"
15008,tipperary,170000, Semi-Detached House,"13 Love Lane Upper, Cashel Road, Clonmel, Co. Tipperary"
15009,tipperary,195000, Detached House,"John Street, Cashel near, Clonmel, Co. Tipperary"
15010,tipperary,195000, Townhouse,"John Street, Cashel, Co. Tipperary"
15011,tipperary,150000, Detached House,"Newtown, Drangan, Co. Tipperary"
15012,tipperary,55000, Semi-Detached House,"Ballagh, Cashel, Co. Tipperary"
15013,tipperary,92000, Semi-Detached House,"18 Mountain road, Cahir, Co. Tipperary"
15014,tipperary,340000, Terraced House,"5 Derg Marine Village, Ballina, Co. Tipperary"
15015,tipperary,495000, Detached House,"Ballycommon, Co. Tipperary"
15016,tipperary,319000, Detached House,"No 6 Riversdale, Toem, Cappawhite, Co. Tipperary"
15017,tipperary,168000, Semi-Detached House,"46 Dunbane, Carrick-on-Suir, Co. Tipperary"
15018,tipperary,179500, Detached House,"The Canon's House, Toomevara, Co. Tipperary"
15019,tipperary,285000, Detached House,"Brickfield Stud, Knocklofty, Grange, Clonmel, Co. Tipperary"
15020,tipperary,495000, Detached House,"Mullenkiegh House, Cloughjordan, Co. Tipperary"
15021,tipperary,179000, Detached House,"Main street, Ballinure, Co. Tipperary"
15022,tipperary,175000, Semi-Detached House,"Drummin Village, Borrisokane Road, Nenagh, Co. Tipperary"
15023,tipperary,900000, Detached House,"Kilbrennal House, Ballynonty, Killenaule, Co. Tipperary"
15024,tipperary,165000, Terraced House,"3 Market street, Cahir, Co. Tipperary"
15025,tipperary,355000, Detached House,"Ballinagleragh Lattin tipperary, Tipperary Town, Co. Tipperary"
15026,tipperary,95000, Detached House,"Springmount, Kilmolash Upper, Clonmel, Co. Tipperary"
15027,tipperary,800000, Detached House,"Thurlesbeg Manor, Boherlahan, Cashel, Co. Tipperary"
15028,tipperary,295000, Detached House,"Lisbunny, Nenagh, Co. Tipperary"
15029,tipperary,249000, Detached House,"Kilnafinch, Latteragh, Nenagh, Co. Tipperary"
15030,tipperary,295000, Detached House,"Lisboney, Nenagh, Co. Tipperary"
15031,tipperary,225000, Detached House,"'The Chalet', 3 Willowcliff, Ballina, Co. Tipperary"
15032,tipperary,480000, Detached House,"The Quarry, Ahenny, Carrick-on-Suir, Co. Tipperary"
15033,tipperary,220000, Semi-Detached House,"9 Park View Drive, Thurles, Co. Tipperary"
15034,tipperary,260000, Detached House,"Aglish, Nenagh, Co. Tipperary"
15035,tipperary,225000, Detached House,"Kilbeg, Cappawhite, Co. Tipperary"
15036,tipperary,435000, Detached House,"Ballymacady, Bansha, Co. Tipperary"
15037,tipperary,240000, Detached House,"21 Ashlawn, Clerihan, Clonmel, Co. Tipperary"
15038,tipperary,195000, Semi-Detached House,"Drummin Village, Borrisokane Road, Nenagh, Co. Tipperary"
15039,tipperary,150000, Detached House,"Barnadomeeny, Rearcross, Co. Tipperary"
15040,tipperary,80000, Terraced House,"4 Camus Road, Cashel, Co. Tipperary"
15041,tipperary,795000, Detached House,"Newpark House, Clerihan, Clonmel, Co. Tipperary"
15042,tipperary,375000, Detached House,"The Heath, Thurles, Co. Tipperary"
15043,tipperary,275000, Townhouse,"Abbey Road, Carrick Beg, Carrick-on-Suir, Co. Tipperary"
15044,tipperary,1350000, Detached House,"Marlfield House, Clonmel, Co. Tipperary"
15045,tipperary,295000, Detached House,"1 Caiseal Na Ri, Golden Road, Cashel, Co. Tipperary"
15046,tipperary,220000, Detached House,"Cloughcarrigeen, Kilsheelan, Co. Tipperary"
15047,tipperary,150000, Detached House,"Sallypark, Latteragh, Nenagh, Co. Tipperary"
15048,tipperary,80000, Detached House,"Fantane, Borrisoleigh, Thurles, Co. Tipperary"
15049,tipperary,300000, Terraced House,"5 Dr. Croke Place, Clonmel, Co. Tipperary"
15050,tipperary,80000, Detached House,"Fantane, Borrisoleigh, Co. Tipperary"
15051,tipperary,195000, Semi-Detached House,"34 Parkmore Manor, Roscrea, Co. Tipperary"
15052,tipperary,135000, Semi-Detached House,"31 Lady's Abbey, Ardfinnan, Co. Tipperary"
15053,tipperary,179000, Detached House,"Ballinure, Cashel, Co. Tipperary"
15054,tipperary,149000, Detached House,"Cottage On 1.8 Acres, Ballyboy, Upperchurch, Thurles, Co. Tipperary"
15055,tipperary,179000, Detached House,"Grallagh, Horse & Jockey, Thurles, Co. Tipperary"
15056,tipperary,350000, Detached House,"Athloman, Thurles, Co. Tipperary"
15057,tipperary,310000, Detached House,"Cooleshall, Roscrea, Co. Tipperary"
15058,tipperary,395000, Detached House,"Glenview, Ballingarry, Roscrea, Co. Tipperary"
15059,tipperary,98500, Townhouse,"11 Mitchel street, Nenagh, Co. Tipperary"
15060,tipperary,225000, Detached House,"No.5 The Paddocks, Clogheen, Clonmel, Co. Tipperary"
15061,tipperary,40000, Townhouse,"Black Rd, Coolagarrenroe, Burncourt near, Cahir, Co. Tipperary"
15062,tipperary,395000, Detached House,"6 Limetree Grove, Dualla Road, Cashel, Co. Tipperary"
15063,tipperary,485000, Detached House,"Eagles Rest, Cahir Abbey Upper, Cahir, Co. Tipperary"
15064,tipperary,480000, Detached House,"Longfield House, Ardfinnan, Clonmel, Co. Tipperary"
15065,tipperary,290000, Detached House,"Raheen House, Tipperary Town, Co. Tipperary"
15066,tipperary,290000, Detached House,"Raheen House, Cahir, Cahir, Co. Tipperary"
15067,tipperary,290000, Detached House,"Raheen House,Bansha, Bansha, Co. Tipperary"
15068,tipperary,29000, Semi-Detached House,"Workmans Cottage, Kilcooley, Grange, Gortnahoo, Co. Tipperary"
15069,tipperary,300000, Detached House,"Kilbrennal, Killenaule, Co. Tipperary"
15070,tipperary,290000, Detached House,"Raheen House,Bansha, Golden, Co. Tipperary"
15071,tipperary,69000, Detached House,"Pallas St., Borrisoleigh, Thurles, Co. Tipperary"
15072,tipperary,85000, Semi-Detached House,"New Inn, Co. Tipperary"
15073,tipperary,195000, Semi-Detached House,"West Meadows, Boherlahan, Cashel, Co. Tipperary"
15074,tipperary,185000, Semi-Detached House,"The Green, Fethard, Co. Tipperary"
15075,tipperary,140000, Semi-Detached House,"Main Street, Borrisoleigh, Co. Tipperary"
15076,tipperary,850000, Detached House,"Rockvalley House, Puckaun, Co. Tipperary"
15077,tipperary,199000, Townhouse,"Rocklow Road, Fethard, Co. Tipperary"
15078,tipperary,330000, Detached House,"River View Cottage, Holycross, Thurles, Co. Tipperary"
15079,tipperary,347500, Detached House,"53 Derg Hill, Cullinagh, Ballina, Co. Tipperary"
15080,tipperary,295000, Detached House,"Longorchard, Templetuohy, Thurles, Co. Tipperary"
15081,tipperary,52500, End of Terrace House,"The Gables, Croke St, Thurles, Co. Tipperary"
15082,tipperary,375000, Detached House,"Drumdeel, Fethard, Co. Tipperary"
15083,tipperary,395000, Detached House,"Old Road, Cashel, Co. Tipperary"
15084,tipperary,84000, Detached House,"New Inn Village, New Inn, Co. Tipperary"
15085,tipperary,69000, Detached House,"Pallas St., Borrisoleigh, Co. Tipperary"
15086,tipperary,29000, Semi-Detached House,"Workmans Cottage, Kilcooley, Grange, Gortnahoo, Co. Tipperary"
15087,tipperary,295000, Detached House,"Shannon's Pride, Cornalack, Terryglass, Co. Tipperary"
15088,tipperary,376000, Detached House,"Ballinacarra, Nenagh, Co. Tipperary"
15089,tipperary,160000, Semi-Detached House,"No 29 An Cuirt, Monard, Co. Tipperary"
15090,tipperary,120000, Terraced House,"No 18 James Streeet, Tipperary Town, Co. Tipperary"
15091,tipperary,145000, End of Terrace House,"The Cuckoos Nest, Abbey Street, Cahir, Co. Tipperary"
15092,tipperary,80000, Terraced House,"Glenview Square, Tipperary Town, Co. Tipperary"
15093,tipperary,80000, Terraced House,"4 Sean Allen Tce Cashel Road, Tipperary Town, Co. Tipperary"
15094,tipperary,385000, Detached House,"Curraghatoor, Ballylooby, Cahir, Co. Tipperary"
15095,tipperary,89000, Detached House,"47 Spafield Crescent, Cashel, Co. Tipperary"
15096,tipperary,190000, Townhouse,"John Street, Cashel, Co. Tipperary"
15097,tipperary,325000, Detached House,"Garryduff East, Dundrum, Co. Tipperary"
15098,tipperary,250000, End of Terrace House,"8 Bohermore, Cashel, Cashel, Co. Tipperary"
15099,tipperary,130000, Terraced House,"42 Abbot Court, Holycross, Thurles, Co. Tipperary"
15100,tipperary,250000, Detached House,"4 Hillview, Old Road, Cashel, Co. Tipperary"
15101,tipperary,365000, Detached House,"Ballinacarra House, Killeen, Nenagh, Co. Tipperary"
15102,tipperary,90000, Terraced House,"22 Treacy Park, Carrick-on-Suir, Co. Tipperary"
15103,tipperary,190000, Detached House,"Lismolin, Mullinahone, Co. Tipperary"
15104,tipperary,230000, Detached House,"Ballybeg, Thurles, Co. Tipperary"
15105,tipperary,350000, Detached House,"Lisheen, Portroe, Co. Tipperary"
15106,tipperary,185000, Detached House,"Lattin, Tipperary Town, Co. Tipperary"
15107,tipperary,149500, Semi-Detached House,"Cluain Muillean, Nenagh, Co. Tipperary"
15108,tipperary,230000, Detached House,"Knockbrittas, Kilcommon, Co. Tipperary"
15109,tipperary,110000, Townhouse,"2 Summerhill, Nenagh, Co. Tipperary"
15110,tipperary,80000, Detached House,"Portland Hill, North Tipperary, Terryglass, Co. Tipperary"
15111,tipperary,80000, Townhouse,"McDonagh Street, Nenagh, Co. Tipperary"
15112,tipperary,250000, Detached House,"Airmount House, Station Road, Tipperary Town, Co. Tipperary"
15113,tipperary,169000, Semi-Detached House,"87 Glen Court, Emly, Co. Tipperary"
15114,tipperary,69500, Detached House,"Milestone, Upperchurch, Thurles, Co. Tipperary"
15115,tipperary,75000, Terraced House,"Main Street, Ballyporeen, Co. Tipperary"
15116,waterford,350000, Detached House,"1 Shorewood, Ballinakill Downs, Dunmore Road, Waterford City, Co. Waterford"
15117,waterford,450000, Detached House,"Ryecroft, Johns Hill, Waterford City, Co. Waterford"
15118,waterford,550000, Detached House,"Bay Hill, No. 48 The Estuary, Kings Channel, Waterford City, Co. Waterford"
15119,waterford,295000, Semi-Detached House,"The Sycamores (D) Type 4 BED, Dungarvan, Co. Waterford"
15120,waterford,259950, Detached House,"Darby Grove Earlscourt, Waterford City, Co. Waterford"
15121,waterford,365000, Detached House,"An Diadan, Lissaviron, Annestown, Tramore, Co. Waterford"
15122,waterford,250000, Detached House,"Waterford Road, Tramore, Co. Waterford"
15123,waterford,285000, Semi-Detached House,"3 Ros Na Kill, Collins Avenue, Waterford City, Co. Waterford"
15124,waterford,450000, Detached House,"21 The Anchorage, Williamstown Road, Waterford City, Co. Waterford"
15125,waterford,160000, End of Terrace House,"90 Griffith Place, Waterford City, Co. Waterford"
15126,waterford,365000, Detached House,"Lissaviron, Annestown, Co. Waterford"
15127,waterford,345000, Detached House,"15 Riverview, Waterford City, Co. Waterford"
15128,waterford,365000, Detached House,"An Diadan, Lissaviron, Annestown, Co. Waterford"
15129,waterford,305000, Detached House,"Shanaclune, Dunhill, Co. Waterford"
15130,waterford,170000, Semi-Detached House,"No. 21 Meadowbank, Baile Na Ndeise, Waterford City, Co. Waterford"
15131,waterford,230000, Semi-Detached House,"4 Lissadell Avenue, Dunmore Road, Waterford City, Co. Waterford"
15132,waterford,465000, Detached House,"4 Sallybrook, Dungarvan, Co. Waterford"
15133,waterford,135000, End of Terrace House,"4 RICES STREET, Dungarvan, Co. Waterford"
15134,waterford,205000, Semi-Detached House,"9 Springmeadows, Dungarvan, Co. Waterford"
15135,waterford,360000, Detached House,"46 Newtown Hill, Tramore, Co. Waterford"
15136,waterford,370000, Detached House,"7 Radharc Na Mara, Ring, Co. Waterford"
15137,waterford,335000, Detached House,"Gilrain, Gortnadiha, Ring, Dungarvan, Co. Waterford"
15138,waterford,295000, Detached House,"3 Pleasant Drive, Mount Pleasant, Waterford City, Co. Waterford"
15139,waterford,169000, Semi-Detached House,"23 Pairc Na MBlath, Ballinroad, Dungarvan, Co. Waterford"
15140,waterford,550000, Detached House,"Bay Hll 48 The Estuary, Kings Channel, Waterford City, Co. Waterford"
15141,waterford,265000, Detached House,"5 The Paddocks, Tallow, Co. Waterford"
15142,waterford,595000, Detached House,"Cedar Lodge, Newtown, Waterford City, Co. Waterford"
15143,waterford,70000, Terraced House,"No.99/100 Brown Street, Portlaw, Co. Waterford"
15144,waterford,270000, Detached House,"Briarwood, Slieverue, Waterford City, Co. Waterford"
15145,waterford,145000, Semi-Detached House,"Domnicks place, Waterford City, Co. Waterford"
15146,waterford,230000, Semi-Detached House,"45 Suncrest, Clarinwood, Tramore, Co. Waterford"
15147,waterford,365000, Detached House,"An Diadon, Lissaviron, Annestown, Co. Waterford"
15148,waterford,350000, Detached House,"8 Glebe Heights, Tramore, Co. Waterford"
15149,waterford,177500, Semi-Detached House,"28 Cul Rua, Aglish, Co. Waterford"
15150,waterford,158000, Townhouse,"11 Hunters Close, Castle Grange, Waterford City, Co. Waterford"
15151,waterford,175000, Detached House,"32 Silversprings, Dungarvan, Co. Waterford"
15152,waterford,70000, Terraced House,"No. 69 Poleberry, Waterford City, Co. Waterford"
15153,waterford,140000, Terraced House,"41 Ballytruckle, Waterford, Waterford City, Co. Waterford"
15154,waterford,175000, Semi-Detached House,"6 Hazel Court, Bellfield, Ferrybank, Waterford., Waterford City, Co. Waterford"
15155,waterford,165000, Semi-Detached House,"7 Parklane Drive, Dungarvan, Co. Waterford"
15156,waterford,199000, Terraced House,"30 The Glen, Waterford City, Co. Waterford"
15157,waterford,90000, Terraced House,"12 Power Mews, Faithlegg, Co. Waterford"
15158,waterford,260000, Semi-Detached House,"37 Westbrook, Tramore, Co. Waterford"
15159,waterford,250000, Semi-Detached House,"15 Ardhaven, Tramore, Co. Waterford"
15160,waterford,545000, Detached House,"Bawnville, Butlerstown, Co. Waterford"
15161,waterford,180000, Terraced House,"Thomas Hill, Waterford City, Co. Waterford"
15162,waterford,245000, Semi-Detached House,"House Type B - Ard Alainn, Sherlock Walk, Gracedie, Waterford City, Co. Waterford"
15163,waterford,295000, Detached House,"House Type G, Bracken Court, Waterford City, Co. Waterford"
15164,waterford,265000, Semi-Detached House,"House Type A, Bracken Court, Waterford City, Co. Waterford"
15165,waterford,235000, Semi-Detached House,"House Type B, Bracken Court, Waterford City, Co. Waterford"
15166,waterford,180000, Semi-Detached House,"12 Ashbrook, Rockshire Road, Ferrybank, Co. Waterford"
15167,waterford,320000, Detached House,"104 Cluain Lárach, Cluain Lárach, Knockenduff, Tramore, Co. Waterford, Tramore, Co. Waterford"
15168,waterford,130000, Semi-Detached House,"6 Briot Crescent, Templar's Hall, Waterford, Waterford City, Co. Waterford"
15169,waterford,159000, Terraced House,"43 Carn Glas Way, Gracedieu, Waterford City, Co. Waterford"
15170,waterford,395000, Detached House,"Baylough, Portlaw, Co. Waterford"
15171,waterford,175000, Terraced House,"18 Daisy Terrace, Summerhill, Waterford, Waterford City, Co. Waterford"
15172,waterford,149000, Terraced House,"13 (2) Tivoli Terrace, Cappoquin, Co. Waterford"
15173,waterford,315000, Detached House,"Ashmount, Pickardstown, Tramore, Co. Waterford"
15174,waterford,139999, Semi-Detached House,"16 Pine Cove, Dunmore East, Co. Waterford"
15175,waterford,310000, Detached House,"Derilea, Ballyduff, Kilmeadan, Co. Waterford"
15176,waterford,155000, Semi-Detached House,"43 Morrison's Road, Waterford City, Co. Waterford"
15177,waterford,152000, Terraced House,"139 Gracedieu Road, Waterford City, Co. Waterford"
15178,waterford,120000, Detached House,"Ballydurn, Kilmacthomas, Co. Waterford"
15179,waterford,160000, Terraced House,"49 Ballytruckle, Waterford, Waterford City, Co. Waterford"
15180,waterford,595000, Detached House,"No.13 Riverside, Ballinakill Downs, Dunmore Road, Waterford City, Co. Waterford"
15181,waterford,189000, Detached House,"Ballyduff Hill, Kilmeadan, Co. Waterford"
15182,waterford,215000, Detached House,"Bridgetown, Clonea Power, Carrick-on-Suir, Co. Waterford"
15183,waterford,149000, Terraced House,"38 Christendom Avenue, Ferrybank, Co. Waterford"
15184,waterford,179000, Detached House,"7 Rockville, Stradbally, Co. Waterford"
15185,waterford,200000, Detached House,"194 Viewmount, Dunmore Road, Waterford City, Co. Waterford"
